Sentence,NER,types
"Adults in the crowd carried posters of former Chechen leader Dzhokhar Dudayev -- who declared independence in 1991 -- and children , carrying photographs of him , called "" Troops out ! ""","{""MISC"": [""Chechen""], ""PER"": [""Dzhokhar Dudayev""]}",conll2003
.,{},conll2003
Russian military officials have expressed fears that the rebels and their supporters will see the deal signed by Russian peace envoy Alexander Lebed in the early hours of Saturday as a military victory for the separatists .,"{""MISC"": [""Russian"", ""Russian""], ""PER"": [""Alexander Lebed""]}",conll2003
It involves the withdrawal of Russian troops sent to Chechnya in December 1994 to crush the separatists and a postponement of the issue at the heart of the conflict -- the status of the mainly-Moslem North Caucasus region .,"{""MISC"": [""Russian"", ""mainly-Moslem""], ""LOC"": [""Chechnya"", ""North Caucasus""]}",conll2003
"But the people in the crowd on Saturday , who had turned out in support of the rebels , did not seem sure that the war was over .",{},conll2003
""" We hope for the best , that it really has ended so we can live in peace .",{},conll2003
"It 's our only dream , "" said a 30-year-old woman , Mubatik Dagayeva .","{""PER"": [""Mubatik Dagayeva""]}",conll2003
"Aiza Dudayeva , with her 10-year-old son beside her , shared the guarded optimism . ""","{""PER"": [""Aiza Dudayeva""]}",conll2003
"We really want the war to end , we hope and believe that our sons and brothers will win , "" said Dudayeva , adding that she was from Urus-Martan .","{""PER"": [""Dudayeva""], ""LOC"": [""Urus-Martan""]}",conll2003
"Urus-Martan is a traditionally anti-separatist pocket in Chechnya and Moscow-backed leader Doku Zavgayev , who has been sidelined in the peace deal , has warned that it and places like it could become centres of civil war if Russian troops leave .","{""LOC"": [""Urus-Martan"", ""Chechnya""], ""MISC"": [""Moscow-backed"", ""Russian""], ""PER"": [""Doku Zavgayev""]}",conll2003
But on Saturday the people gathered just outside the town seemed to be united in favour of the separatists .,{},conll2003
"Two columns of rebels appeared in jeeps and cars , firing their guns in the air , as the crowd rushed towards them .",{},conll2003
"Mouldi Mamatuyev , in his late 20 's , dressed in black and carrying a machine gun , was welcomed by his mother and sister .","{""PER"": [""Mouldi Mamatuyev""]}",conll2003
""" Two sons have come back , "" said his mother Nurbika Mamatuyeva . ""","{""PER"": [""Nurbika Mamatuyeva""]}",conll2003
It 's the end .,{},conll2003
"We believe in God . ""","{""PER"": [""God""]}",conll2003
"Mamatuyev joked that his sister Lisa was a rebel too , and she responded by grabbing hold of his gun and shouting the Chechen war cry "" Allahu Akhbar "" ( God is Greatest ) and "" Freedom for Chechnya ! ""","{""PER"": [""Mamatuyev"", ""Lisa"", ""Allahu Akhbar"", ""God""], ""MISC"": [""Chechen""], ""LOC"": [""Chechnya""]}",conll2003
.,{},conll2003
"The fighter , sitting next to a man dressed in green and carrying a grenade-launcher , said that the strict Islamic law adopted by the rebels during the conflict was now needed to impose peace .","{""MISC"": [""Islamic""]}",conll2003
""" The war has ended if everything works out , if there is law there will be power .",{},conll2003
"Only Sheriat ( Islamic law ) can end the war . ""","{""MISC"": [""Sheriat"", ""Islamic""]}",conll2003
-DOCSTART-,{},conll2003
Polish group to bid for Ruch newsstand chain - paper .,"{""MISC"": [""Polish""], ""ORG"": [""Ruch""]}",conll2003
WARSAW 1996-08-31,"{""LOC"": [""WARSAW""]}",conll2003
"A Polish consortium including the Bank Rozwoju Exportu SA ( BRE ) plans to rival France 's Hachette in bidding for Polish state-owned press distribution chain Ruch SA , Zycie Warszawy daily said on Saturday .","{""MISC"": [""Polish"", ""Polish""], ""ORG"": [""Bank Rozwoju Exportu SA"", ""BRE"", ""Hachette"", ""Ruch SA"", ""Zycie Warszawy""], ""LOC"": [""France""]}",conll2003
"Zycie Warszawy said its own publisher , mineral water firm Multico , and a group headed by Polish businessman Zygmunt Solorz were forming a consortium which would offer about $ 120 million , with finance provided by BRE .","{""ORG"": [""Zycie Warszawy"", ""Multico"", ""BRE""], ""MISC"": [""Polish""], ""PER"": [""Zygmunt Solorz""]}",conll2003
"The consortium wanted 40 percent of Ruch 's shares , the state would get 20 percent of Ruch and 40 percent would be offered on the Warsaw stock exchange .","{""ORG"": [""Ruch"", ""Ruch""], ""LOC"": [""Warsaw""]}",conll2003
""" This division would guarantee a dispersal of capital , preventing anyone from taking total control over Ruch and dictating market conditions , "" the paper quoted one of the initiators of the move as saying , without giving a name .","{""MISC"": [""division""], ""ORG"": [""Ruch""]}",conll2003
"A consortium of press distributor Hachette and Polish publishers group UWP are seeking more than than 50 percent of Ruch and French President Jacques Chirac is likely to support its case when he visits Poland in September , the daily said .","{""ORG"": [""Hachette"", ""UWP"", ""Ruch""], ""MISC"": [""Polish"", ""French""], ""PER"": [""Jacques Chirac""], ""LOC"": [""Poland""]}",conll2003
"News-stand chain Ruch , which controls about 65 percent of Poland 's press distribution market , had a net profit of 16.2 million zlotys on sales of 2.7 billion zlotys in 1995 .","{""ORG"": [""Ruch""], ""LOC"": [""Poland""]}",conll2003
"It has about 17,000 news-stands and was the country 's sole press distributor before the 1989 fall of communism .",{},conll2003
"Zycie Warszawy said the new , open consortium , which also included several listed Polish firms , would on Monday inform Privatisation Minister Wieslaw Kaczmarek of its plans .","{""ORG"": [""Zycie Warszawy""], ""MISC"": [""Polish""], ""PER"": [""Wieslaw Kaczmarek""]}",conll2003
It aims to invest $ 200 million in Ruch over five years -- more than the sum Ruch says it needs to upgrade its outlets .,"{""ORG"": [""Ruch"", ""Ruch""]}",conll2003
Initially Poland offered up to 75 percent of Ruch but in March Kaczmarek cancelled the tender and offered a minority stake with an option to increase the equity .,"{""LOC"": [""Poland""], ""ORG"": [""Ruch""], ""PER"": [""Kaczmarek""]}",conll2003
Two consortia -- UWP-Hachette and a consortium of a Polish SPC group and Swiss firms -- placed initial bids .,"{""ORG"": [""UWP-Hachette"", ""SPC""], ""MISC"": [""Polish"", ""Swiss""]}",conll2003
But after the change of tender conditions Swiss investors pulled out and SPC decided to bid jointly with UWP-Hachette .,"{""MISC"": [""Swiss""], ""ORG"": [""SPC"", ""UWP-Hachette""]}",conll2003
"Kaczmarek said in May he was unhappy that only one investor ended up bidding for Ruch , in which the government was initially offering up to 35 percent of shares with an option to extend the holding after investment promises are fulfilled .","{""PER"": [""Kaczmarek""], ""ORG"": [""Ruch""]}",conll2003
-- Anthony Barker +48 22 653 9700,"{""PER"": [""Anthony Barker""]}",conll2003
-DOCSTART-,{},conll2003
Three Russian soldiers killed in gun attack .,"{""MISC"": [""Russian""]}",conll2003
MOSCOW 1996-08-31,"{""LOC"": [""MOSCOW""]}",conll2003
"Three Russian servicemen were killed on Saturday when unidentified gunmen attacked guards at an anti-aircraft installation outside Moscow , Interfax news agency said .","{""MISC"": [""Russian""], ""LOC"": [""Moscow""], ""ORG"": [""Interfax""]}",conll2003
It quoted military officials as saying the attack took place in Sergiyev Posad 70 km ( 45 miles ) from the capital .,"{""LOC"": [""Sergiyev Posad""]}",conll2003
The officials said the attackers had seized two Kalashnikov assault rifles and disappeared .,"{""MISC"": [""Kalashnikov""]}",conll2003
Attacks on servicemen aimed at seizing their guns have become frequent in Russia where the number of violent crimes committed with the use of fire arms is growing .,"{""LOC"": [""Russia""]}",conll2003
-DOCSTART-,{},conll2003
Cuban novelist Jose Soler Puig dies at 79 .,"{""MISC"": [""Cuban""], ""PER"": [""Jose Soler Puig""]}",conll2003
HAVANA 1996-08-31,"{""LOC"": [""HAVANA""]}",conll2003
"One of Cuba 's most acclaimed authors , Jose Soler Puig , died at the age of 79 , the official newspaper Granma reported on Saturday .","{""LOC"": [""Cuba""], ""PER"": [""Jose Soler Puig""], ""ORG"": [""Granma""]}",conll2003
"Puig 's first novel , "" Bertillon 166 , "" was published in 1960 , a year after the Cuban revolution brought President Fidel Castro to power .","{""PER"": [""Puig"", ""Fidel Castro""], ""MISC"": [""Bertillon 166"", ""Cuban""]}",conll2003
"The book , which has been translated into 40 languages , deals with a day in the life of Santiago de Cuba , Puig 's native city , under the pre-Castro government of Fulgencio Batista .","{""LOC"": [""Santiago de Cuba""], ""PER"": [""Puig"", ""Fulgencio Batista""], ""MISC"": [""pre-Castro""]}",conll2003
"The titles of his other novels translate as "" In the Year of January "" ( 1963 ) , "" The Collapse "" ( 1964 ) , "" Sleeping Bread "" ( 1975 ) , "" The Decaying Mansion "" ( 1977 ) and "" A World of Things "" ( 1982 ) , followed by "" The Knot , "" "" Soul Alone "" and , most recently , "" A Woman . ""","{""MISC"": [""In the Year of January"", ""The Collapse"", ""Sleeping Bread"", ""The Decaying Mansion"", ""A World of Things"", ""The Knot"", ""Soul Alone"", ""A Woman""]}",conll2003
"Granma called "" Sleeping Bread "" Puig 's "" greatest gift to the modern novel in our America . ""","{""ORG"": [""Granma""], ""MISC"": [""Sleeping Bread""], ""PER"": [""Puig""], ""LOC"": [""America""]}",conll2003
"The author said in an interview shortly before his death that his own experiences had lent his books their strong sense of realism . """,{},conll2003
"I 'm a thief of ideas , "" he said . """,{},conll2003
"The stories have been given to me by people . """,{},conll2003
"In the same interview , published by Prensa Latina on Saturday , Puig was asked if he feared death . ""","{""ORG"": [""Prensa Latina""], ""PER"": [""Puig""]}",conll2003
"Death is not a punishment -- death is the end of life 's punishment , "" he said .",{},conll2003
-DOCSTART-,{},conll2003
U.N. Ambassador Albright arrives in Chile .,"{""ORG"": [""U.N.""], ""PER"": [""Albright""], ""LOC"": [""Chile""]}",conll2003
SANTIAGO 1996-08-31,"{""PER"": [""SANTIAGO""]}",conll2003
"The U.S. ambassador to the United Nations , Madeleine Albright , arrived in Chile late Friday for talks on various Security Council issues with Chilean officials as part of a five-nation Latin American tour .","{""LOC"": [""U.S."", ""Chile""], ""ORG"": [""United Nations"", ""Security Council""], ""PER"": [""Madeleine Albright""], ""MISC"": [""Chilean"", ""Latin American""]}",conll2003
"Albright will meet Foreign Minister Jose Miguel Insulza Monday for talks on issues currently up for debate on the council , of which Chile is a non-permanent member , a U.S. embassy statement said .","{""PER"": [""Albright"", ""Jose Miguel Insulza""], ""LOC"": [""Chile"", ""U.S.""]}",conll2003
"The two will also discuss various issues affecting relations between the United States and Chile , local officials said .","{""LOC"": [""United States"", ""Chile""]}",conll2003
"Albright , who arrived from Uruguay , will rest most of the weekend in Chile , officials said .","{""PER"": [""Albright""], ""LOC"": [""Uruguay"", ""Chile""]}",conll2003
"Her official programme will begin on Monday , and she will leave that day for Bolivia to attend a Latin American summit meeting in the city of Cochabamba .","{""LOC"": [""Bolivia"", ""Cochabamba""], ""MISC"": [""Latin American""]}",conll2003
Her tour will also include Honduras and Guatemala .,"{""LOC"": [""Honduras"", ""Guatemala""]}",conll2003
-DOCSTART-,{},conll2003
Mexican army attacked in Michoacan state - report .,"{""MISC"": [""Mexican""], ""LOC"": [""Michoacan""]}",conll2003
MEXICO CITY 1996-08-30,"{""LOC"": [""MEXICO CITY""]}",conll2003
"A group of heavily-armed men attacked a military convoy in the western Mexican state of Michoacan on Friday , killing one soldier and wounding two , radio reports said .","{""MISC"": [""Mexican""], ""LOC"": [""Michoacan""]}",conll2003
"Radio Red quoted local police in the town of Tacambaro , Michoacan , 80 km ( 50 miles ) south of the state capital Morelia , as saying 40 to 50 armed men attacked the convoy .","{""ORG"": [""Radio Red""], ""LOC"": [""Tacambaro"", ""Michoacan"", ""Morelia""]}",conll2003
"Gonzalo Montoya , a police commander in Tacambaro , told Radio Red the group was armed with AK-47s and other high-powered assault rifles and wore military-style fatigues .","{""PER"": [""Gonzalo Montoya""], ""LOC"": [""Tacambaro""], ""ORG"": [""Radio Red""], ""MISC"": [""AK-47s""]}",conll2003
"Montoya said he thought the attackers were criminals linked to drug trafficking or kidnapping in the area . ""","{""PER"": [""Montoya""]}",conll2003
"We often see people dressed in military-style clothing here , "" he said .",{},conll2003
"The attack comes a day after rebels of the self-styled Popular Revolutionary Army ( EPR ) launched coordinated attacks in at least three Mexican states , killing up to 14 people and wounding about 20 .","{""ORG"": [""Popular Revolutionary Army"", ""EPR""], ""MISC"": [""Mexican""]}",conll2003
-DOCSTART-,{},conll2003
China said to fear dissidents more than criminals .,"{""LOC"": [""China""]}",conll2003
MANILA 1996-08-31,"{""LOC"": [""MANILA""]}",conll2003
"The detention of veteran dissident Wang Donghai showed China 's determination to crush any vestige of dissent during the current profound transitions in the nation 's leadership , a human rights activist said on Saturday .","{""PER"": [""Wang Donghai""], ""LOC"": [""China""]}",conll2003
"Xiao Qiang , executive director of the New York-based group Human Rights in China , said Wang 's arrest on Friday appeared to be part of the national "" Strike Hard "" campaign that has imprisoned thousands and sent hundreds to their death .","{""PER"": [""Xiao Qiang"", ""Wang""], ""MISC"": [""New York-based"", ""Strike Hard""], ""ORG"": [""Human Rights in China""]}",conll2003
"Although supposedly aimed at criminals , dozens of human rights activists have been detained in the campaign , which is meant to strengthen the Communist Party 's grip on power as senior leader Deng Xiaoping nears death , Xiao said in an interview .","{""ORG"": [""Communist Party""], ""PER"": [""Deng Xiaoping"", ""Xiao""]}",conll2003
""" China is going through this power transition period .","{""LOC"": [""China""]}",conll2003
